Vehicle_ID,Car_Model,Battery_Type,Battery_Capacity_kWh,Vehicle_Age_Months,Total_Charging_Cycles,Avg_Temperature_C,Fast_Charge_Ratio,Avg_Discharge_Rate_C,Driving_Style,Internal_Resistance_Ohm,SoH_Percent,Battery_Status
4511717e,,NMC,,65.0,1406.0,35.98,0.877,3.37,Moderate,0.076,68.03,Unhealthy
1945987a,tesla model 3,NMC,75.0,103.0,809.0,37.2,0.955,2.09,Aggressive,0.077,60.38,Unhealthy
3e5d6bc8, Tesla Model 3 ,NMC,75.0,50.0,233.0,28.3,0.47,2.37,Conservative,0.025,90.13,Healthy
3ea5342c,Wuling Air EV,LFP,26.0,41.0,,18.4,0.32,2.24,Conservative,0.029,86.42,Healthy
a5698fa1,Hyundai Ioniq 5,NMC,72.6,60.0,1002.0,38.65,0.96,2.75,Moderate,0.086,61.06,Unhealthy
49366ff1,Hyundai Ioniq 5,NMC,72.6,,1039.0,,0.947,,Aggressive,,56.64,Unhealthy
9af9842f,BYD Atto 3,LFP,60.0,97.0,826.0,48.75,0.995,2.09,Aggressive,0.065,38.25,Unhealthy
ced17719,BYD Atto 3,LFP,60.0,102.0,1304.0,47.31,,2.41,Aggressive,0.075,48.03,Unhealthy
028f2b79,BYD Atto 3,LFP,60.0,70.0,372.0,23.2,0.08,0.85,Conservative,0.014,85.19,Healthy
a9795cb0,hyundai ioniq 5,NMC,72.6,109.0,1051.0,45.43,0.942,2.32,Aggressive,0.12,38.64,Unhealthy
c012207c,Tesla Model 3,,75.0,48.0,595.0,17.8,0.87,1.02,Moderate,,84.63,Healthy
,BYD Atto 3,LFP,60.0,,280.0,2.9,0.73,1.32,Aggressive,0.026,91.95,Healthy
4f79b0c0,Hyundai Ioniq 5,,72.6,79.0,1355.0,42.9,0.772,2.66,Aggressive,0.052,54.87,Unhealthy
de14841d,BYD Atto 3,LFP,60.0,24.0,311.0,25.0,0.42,0.97,Moderate,0.04,87.55,Healthy
b3c68a02,Ford Mustang Mach-E,,88.0,89.0,1016.0,23.1,0.15,1.69,Moderate,,97.38,Healthy
f916b14f,Wuling Air EV,LFP,26.0,31.0,341.0,22.6,0.78,1.75,Conservative,0.031,92.31,Healthy
3e1a6b6d,Wuling Air EV,LFP,26.0,,322.0,30.2,0.65,2.34,Aggressive,0.022,94.26,Healthy
2e9f930c,Ford Mustang Mach-E,NMC,88.0,85.0,948.0,45.62,0.991,2.8,Moderate,0.073,66.3,Unhealthy
,Hyundai Ioniq 5, NMC ,72.6,106.0,1667.0,42.03,0.917,,Aggressive,0.102,46.57,Unhealthy
0930957c,Hyundai Ioniq 5,NMC,72.6,97.0,1525.0,40.46,0.744,2.31,,0.118,52.13,
886ea955,Ford Mustang Mach-E,NMC,88.0,60.0,530.0,26.7,0.72,0.94,Moderate,0.017,85.27,Healthy
ad0540a4,Tesla Model 3,NMC,75.0,69.0,1725.0,36.22,0.702,3.42,Aggressive,0.078,59.75, Unhealthy 
7b370808,Hyundai Ioniq 5,NMC,72.6,85.0,1840.0,37.73,0.776,3.17,Moderate,0.095,,Unhealthy
fe789bb3,Tesla Model 3,NMC,75.0,52.0,209.0,,0.46,1.94,Moderate,0.022,81.43,Healthy
9d5f1892,BYD Atto 3,LFP,60.0,75.0,1634.0,,0.867,2.97,Aggressive,0.058,39.83,Unhealthy
f45c30ff,Tesla Model 3,,75.0,77.0,1924.0,41.92,0.864,2.48,Aggressive,,52.07,Unhealthy
81227d8a,Hyundai Ioniq 5,NMC,72.6,,484.0,29.7,0.44,0.89,Aggressive,0.034,88.78,Healthy
2817d54d,Hyundai Ioniq 5,NMC,72.6,99.0,1337.0,47.53,0.908,2.74,Aggressive,0.083,42.77,
f3b3a1d7,Ford Mustang Mach-E,NMC,88.0,35.0,257.0,14.9,0.42,1.79,Moderate,0.019,85.66,Healthy
7e523d5c,BYD Atto 3,LFP,60.0,10.0,,28.5,0.87,2.14,Moderate,,,Healthy
54d42a13,Ford Mustang Mach-E,NMC,88.0,43.0,471.0,,0.7,1.13,Aggressive,0.024,97.15,Healthy
8b6a14e4,Wuling Air EV,LFP,26.0,27.0,,32.2,0.77,,Moderate,0.037,,Healthy
5644bfe3,Hyundai Ioniq 5,NMC,72.6,79.0,468.0,26.6,0.67,1.12,Conservative,0.041,,Healthy
6954fc7f,Hyundai Ioniq 5,NMC,72.6,82.0,1168.0,40.13,0.844,3.14,Aggressive,0.094,60.39,Unhealthy
a0c6afd6,Tesla Model 3,NMC,75.0,57.0,670.0,36.0,0.93,2.09,Moderate,0.034,83.58,Healthy
8c6a3e77,Wuling Air EV,LFP,26.0,81.0,1928.0,36.15,0.805,2.11,Moderate,0.065,61.55,Unhealthy
8b774de5,BYD Atto 3,LFP,60.0,111.0,970.0,45.51,0.727,2.5,Aggressive,,35.7,Unhealthy
,byd atto 3,,,61.0,1870.0,47.83,,,,0.107,41.85,Unhealthy
,BYD Atto 3,LFP,60.0,34.0,343.0,29.3,0.51,1.67,Moderate,0.022,85.05,Healthy
2B2E1Fba,Tesla Model 3,NMC,75.0,92.0,871.0,,0.758,2.25,Moderate,0.098,64.85,Unhealthy
35ab558b,Tesla Model 3,NMC,,89.0,506.0,12.9,0.48,2.26,Moderate,,97.99,Healthy
30bcd457,Wuling Air EV,LFP,26.0,92.0,1495.0,46.5,0.897,2.82,Moderate,0.103,54.7,Unhealthy
a8383a7a,Hyundai Ioniq 5,NMC,72.6,84.0,529.0,28.6,0.85,1.74,Aggressive,,84.82,Healthy
3cdc2ee7,BYD Atto 3,LFP,60.0,65.0,1375.0,41.98,0.741,3.28,Moderate,0.07,55.87,Unhealthy
a2572a28,BYD Atto 3,LFP,60.0,111.0,1286.0,42.22,0.844,2.07,Aggressive,0.086,61.39,Unhealthy
71368cf1,Hyundai Ioniq 5,NMC,72.6,84.0,1363.0,35.54,0.817,2.41,Moderate,0.057,69.66,Unhealthy
257396b7,Tesla Model 3,NMC,75.0,117.0,1978.0,43.34,0.939,3.11,Moderate,0.116,54.35,Unhealthy
34594eb7,Wuling Air EV,LFP,26.0,29.0,283.0,18.8,0.91,1.03,Moderate,0.016,85.92,Healthy
f6c33d7d,Tesla Model 3,NMC,75.0,112.0,956.0,46.39,0.831,2.19,aggressive,0.072,,Unhealthy
50940154,Wuling Air EV,LFP,,63.0,1902.0,45.57,0.968,2.85,Moderate,0.067,69.72,
,BYD Atto 3,LFP,60.0,74.0,883.0,22.7,0.58,1.23,,0.016,,Healthy
3e717703,BYD Atto 3,LFP,60.0,62.0,743.0,29.5,0.14,0.75,Moderate,0.015,,Healthy
ad1f2f41,Wuling Air EV,LFP,26.0,91.0,1163.0,8.9,0.25,1.71,Aggressive,0.016,83.88,Healthy
d676fb88,Ford Mustang Mach-E,NMC,88.0,33.0,329.0,,0.14,0.63,Conservative,0.017,82.86,Healthy
21691329,Wuling Air EV,LFP,26.0,1.0,6.0,19.9,0.35,0.53,Conservative,0.014,85.63,Healthy
08d641db,Wuling Air EV,LFP,26.0,84.0,,19.5,0.79,2.28,Conservative,0.032,81.91,Healthy
f1dbbced,BYD Atto 3,LFP,60.0,90.0,716.0,24.1,0.64,2.32,,0.045,80.34,Healthy
,BYD Atto 3,LFP,60.0,77.0,493.0,26.8,0.45,1.63,Conservative,0.041,94.48,Healthy
,Hyundai Ioniq 5,NMC,72.6,41.0,557.0,,,2.29,Moderate,0.012,82.48,
6f394c8c,Wuling Air EV,LFP,26.0,65.0,924.0,44.07,0.778,3.08,Aggressive,0.107,37.66,Unhealthy
7fd05f97,Ford Mustang Mach-E,NMC,88.0,70.0,1068.0,,0.872,2.66,Aggressive,0.088,64.29,
f0f30150,Hyundai Ioniq 5,NMC,72.6,119.0,,45.32,0.937,2.06,Aggressive,0.07,48.15,Unhealthy
acfaaaee,BYD ATTO 3,LFP,,35.0,227.0,39.5,,1.48,Moderate,0.025,93.97,Healthy
fa85487a,Hyundai Ioniq 5,NMC,72.6,66.0,616.0,20.9,0.72,2.04,Conservative,0.04,94.36,Healthy
8a509dff,Hyundai Ioniq 5,NMC,72.6,,1930.0,,,,Aggressive,0.099,35.09,
ed40ee6b,BYD Atto 3,LFP,60.0,43.0,433.0,9.4,0.47,2.33,Moderate,0.015,89.68,Healthy
4b3be2d2,Tesla Model 3,NMC,75.0,67.0,492.0,35.0,1.0,1.11,Moderate,,85.57,
ed837917,Wuling Air EV,LFP,26.0,57.0,254.0,36.0,0.32,1.02,,0.031,82.61,Healthy
80b18d63,Ford Mustang Mach-E,NMC,,48.0,296.0,18.1,0.84,2.45,Conservative,0.043,93.26,Healthy
493b2514,Ford Mustang Mach-E,NMC,88.0,77.0,1333.0,36.87,0.944,,Aggressive,0.082,66.52,Unhealthy
677a3693,BYD Atto 3,LFP,60.0,46.0,,20.0,0.38,1.41,Moderate,0.041,90.82,Healthy
96fd817d,Ford Mustang Mach-E,NMC,88.0,62.0,1593.0,37.0,,2.97,Aggressive,0.077,51.79,Unhealthy
599cba9c,Hyundai Ioniq 5,NMC,72.6,87.0,1063.0,49.35,,2.29,Aggressive,0.057,48.38,Unhealthy
ec9c4bad,Ford Mustang Mach-E,NMC,88.0,81.0,,25.6,0.98,0.83,Aggressive,0.034,91.8,Healthy
8a9994ec,Tesla Model 3,NMC,75.0,63.0,1451.0,40.02,0.784,3.06,Moderate,,56.01,Unhealthy
db8561b0,BYD Atto 3,LFP,60.0,63.0,931.0,37.51,0.873,2.82,Aggressive,0.082,51.15,Unhealthy
bd845eeb,BYD Atto 3,LFP,60.0,,1398.0,49.17,0.895,3.23,Aggressive,0.064,57.43,
ce0fcecb,BYD Atto 3,LFP,60.0,118.0,1547.0,43.94,0.973,,Aggressive,0.071,41.83,
,Ford Mustang Mach-E,NMC,88.0,39.0,441.0,26.1,0.71,1.32,Moderate,0.033,80.16,Healthy
c85e267f,Tesla Model 3,NMC,75.0,55.0,442.0,9.3,0.98,2.5,Conservative,0.017,96.7,Healthy
e8e0bb93,Tesla Model 3,NMC,75.0,39.0,531.0,13.1,0.44,2.06,Conservative,0.014,81.19,healthy
fb96477f,Tesla Model 3,NMC,75.0,53.0,601.0,25.5,0.66,2.44,Aggressive,0.025,86.6,Healthy
56b3ea04,Hyundai Ioniq 5,NMC,72.6,78.0,910.0,28.1,0.64,1.49,Moderate,0.017,87.25,Healthy
,Wuling Air EV,LFP,26.0,97.0,1386.0,38.43,0.887,2.36,Aggressive,0.097,49.98,Unhealthy
3899abf3,Hyundai Ioniq 5,NMC,,46.0,461.0,30.8,0.63,1.75,Moderate,0.014,80.02,Healthy
92e61591,Ford Mustang Mach-E,nmc,88.0,86.0,1146.0,,0.847,2.87,Aggressive,0.106,69.63,Unhealthy
4a3fb5d3,Ford Mustang Mach-E,nmc,88.0,50.0,730.0,26.1,0.61,,Conservative,0.021,88.95,Healthy
846c5b06,Ford Mustang Mach-E,NMC,88.0,105.0,817.0,39.39,0.701,3.43,Moderate,,52.11,Unhealthy
29c82fe4,BYD Atto 3,LFP,60.0,,491.0,37.0,,0.67,Moderate,0.04,93.55,Healthy
342133e4,Hyundai Ioniq 5,NMC,72.6,83.0,990.0,41.04,0.886,2.43,Aggressive,0.101,61.25,Unhealthy
c94c0c91,Ford Mustang Mach-E,NMC,88.0,81.0,1324.0,47.69,0.763,3.4,Aggressive,0.063,43.81,Unhealthy
838adacc,BYD Atto 3,LFP,60.0,91.0,1689.0,39.84,,2.43,Aggressive,0.087,49.19,
92a5e055,Hyundai Ioniq 5,NMC,72.6,88.0,1707.0,35.47,0.907,2.42,Aggressive,0.098,36.88,
5a81398d,BYD Atto 3,LFP,60.0,18.0,136.0,23.1,0.89,1.98,Moderate,0.011,,Healthy
ed98027b,Ford Mustang Mach-E,NMC,88.0,95.0,1381.0,41.52,0.86,3.06,Aggressive,0.11,49.82,Unhealthy
4ab361e0,BYD Atto 3,LFP,,85.0,615.0,20.9,,1.81,Moderate,0.02,95.83,Healthy
b3e7e602,BYD Atto 3,Lfp,60.0,26.0,239.0,28.6,0.73,,Conservative,0.025,88.78,Healthy
cd3b25f1,Wuling Air EV,LFP,26.0,67.0,781.0,21.0,0.71,1.39,Moderate,0.028,91.35,Healthy
25798049,Hyundai Ioniq 5,,72.6,14.0,203.0,26.7,0.46,1.38,Aggressive,0.016,81.43,
1c206a72,BYD Atto 3,LFP,60.0,40.0,426.0,20.2,0.3,0.97,Moderate,0.044,,Healthy
d2556639, Tesla Model 3 ,NMC,75.0,75.0,796.0,28.6,0.33,0.56,Conservative,0.03,82.79,Healthy
f6912511,Wuling Air EV,LFP,26.0,87.0,1923.0,48.32,,3.4,Aggressive,0.05,36.17,Unhealthy
1d10b41d,Ford Mustang Mach-E,NMC,88.0,67.0,901.0,31.8,0.77,2.41,Moderate,0.028,,Healthy
7cbe3a11,Tesla Model 3,NMC,75.0,,401.0,29.0,0.09,1.36,Aggressive,0.01,85.93,Healthy
97c35a37,Ford Mustang Mach-E,NMC,88.0,14.0,188.0,26.5,0.16,1.09,Moderate,0.027,87.62,Healthy
2ba3fee0,Hyundai Ioniq 5,NMC,72.6,72.0,1454.0,41.97,0.869,2.75,Moderate,0.103,50.12,Unhealthy
e4e54def,Hyundai Ioniq 5,NMC,72.6,94.0,1341.0,48.61,0.847,,Aggressive,0.064,43.63,Unhealthy
01571418,Hyundai Ioniq 5,NMC,72.6,43.0,487.0,,0.85,1.81,Moderate,0.039,90.29,Healthy
8de5b025,Wuling Air EV,LFP,26.0,93.0,1608.0,38.37,0.931,2.75,Aggressive,0.106,42.13,Unhealthy
2ab32cb4,BYD Atto 3,LFP,60.0,,28.0,43.1,0.89,1.59,Conservative,0.018,96.25,Healthy
8475f50c,Wuling Air EV,LFP,26.0,88.0,876.0,40.41,0.858,2.42,Moderate,0.051,64.25,Unhealthy
f3c490d8,Ford Mustang Mach-E,NMC,88.0,63.0,359.0,34.4,0.2,2.19,Aggressive,,87.1,Healthy
35c0b934,Hyundai Ioniq 5,NMC,72.6,,674.0,24.8,0.04,1.45,Aggressive,0.011,97.66,Healthy
,Ford Mustang Mach-E,NMC,88.0,63.0,,42.27,0.816,2.33,Aggressive,0.118,53.94,Unhealthy
,Tesla Model 3,NMC,75.0,50.0,269.0,22.4,,1.84,Aggressive,0.044,93.66,Healthy
d0086af1,BYD Atto 3,LFP,60.0,21.0,,,0.43,1.41,Conservative,0.012,89.21,Healthy
c5873ad5,,NMC,75.0,51.0,404.0,31.0,0.39,1.43,conservative,0.041,91.59,Healthy
79d2aa1f,Wuling Air EV,LFP,,111.0,1453.0,40.32,0.995,2.78,Aggressive,0.087,46.1,Unhealthy
35a42c85,Tesla Model 3,NMC,75.0,9.0,89.0,18.6,0.89,1.6,Conservative,0.021,81.84,Healthy
c7789c28,BYD Atto 3,LFP,60.0,28.0,126.0,28.8,0.51,0.89,Aggressive,0.031,95.2,Healthy
b722f212,BYD Atto 3,LFP,60.0,32.0,320.0,23.4,0.46,0.7,Conservative,0.034,90.48,Healthy
d5b7bb0e,Wuling Air EV,LFP,26.0,60.0,1883.0,43.81,0.726,2.61,Aggressive,0.087,38.41,Unhealthy
3d9a4173,Tesla Model 3,NMC,75.0,45.0,454.0,30.0,0.39,,Conservative,,97.75,Healthy
4e353fea,Wuling Air EV,LFP,26.0,76.0,550.0,,0.43,2.22,Moderate,0.026,91.46,Healthy
fd3814a2, Hyundai Ioniq 5 ,NMC,72.6,108.0,844.0,45.12,0.869,2.03,Aggressive,0.106,35.17,Unhealthy
d745b71c,BYD Atto 3,,60.0,80.0,709.0,33.9,,0.9,Conservative,0.021,95.01,Healthy
eca46e85,Tesla Model 3,,75.0,55.0,715.0,17.9,0.41,1.09,Moderate,0.012,,Healthy
,Ford Mustang Mach-E,Nmc,88.0,74.0,1275.0,36.18,0.825,3.46,Aggressive,0.088,46.87,Unhealthy
c0e12191,Wuling Air EV,LFP,26.0,75.0,1050.0,,0.25,2.17,Aggressive,0.039,86.22,Healthy
12360165,BYD Atto 3,LFP,60.0,47.0,290.0,16.8,0.37,,,0.012,84.67,Healthy
3e60f11f,Wuling Air EV,LFP,26.0,33.0,490.0,31.8,0.98,1.67,Conservative,0.033,,Healthy
26340a17,BYD Atto 3,LFP,60.0,118.0,1857.0,41.01,0.856,3.16,Aggressive,0.115,38.33,Unhealthy
32d11408,Wuling Air EV,LFP,26.0,56.0,563.0,37.6,0.23,2.42,Conservative,0.021,88.41,Healthy
F0B36A3A,Ford Mustang Mach-E,NMC,88.0,108.0,1198.0,41.54,0.956,2.86,Aggressive,0.058,45.46,Unhealthy
e8a4788f,BYD Atto 3,Lfp,60.0,44.0,275.0,23.6,0.56,2.5,Moderate,0.017,84.32,Healthy
f1e43843,BYD Atto 3,LFP,60.0,65.0,1752.0,40.91,,2.68,Aggressive,0.1,52.59,Unhealthy
ac73ea05,tesla model 3,NMC,75.0,50.0,739.0,28.6,0.3,0.76,,0.033,96.1,Healthy
e6abef5a,Hyundai Ioniq 5,NMC,72.6,92.0,404.0,37.2,0.53,1.49,Conservative,0.03,89.77,
7505d39e,Wuling Air EV,LFP,26.0,21.0,190.0,34.7,0.07,0.52,Moderate,0.021,,Healthy
c7c8a0e6,Tesla Model 3,NMC,75.0,79.0,688.0,25.3,0.33,,Moderate,0.028,94.58,Healthy
270c182d,Wuling Air EV,LFP,26.0,36.0,516.0,30.2,0.38,,Moderate,0.019,90.0,Healthy
79de78bd,,LFP,26.0,83.0,888.0,20.2,0.59,0.9,Moderate,0.04,97.05,Healthy
,Ford Mustang Mach-E,NMC,88.0,40.0,534.0,28.9,0.67,0.58,Moderate,0.021,,Healthy
,BYD Atto 3,,60.0,26.0,315.0,19.8,0.87,2.23,Aggressive,0.019,95.97,Healthy
c07851fb,Hyundai Ioniq 5,NMC,72.6,86.0,949.0,39.5,0.35,1.79,Moderate,0.036,86.45,Healthy
,,,26.0,110.0,1075.0,49.25,0.782,2.34,Aggressive,0.102,37.74,Unhealthy
0ba6a7bc,BYD Atto 3,LFP,60.0,114.0,1323.0,,0.811,2.52,Aggressive,,56.74,Unhealthy
a33813ed,Tesla Model 3,NMC,75.0,114.0,1236.0,,0.761,3.38,Aggressive,0.06,65.42,Unhealthy
9fe50c2d,Hyundai Ioniq 5,NMC,72.6,113.0,1898.0,41.51,0.821,2.24,Aggressive,0.113,49.56, Unhealthy 
cfe3571a,BYD Atto 3,LFP,60.0,54.0,613.0,43.2,0.74,1.95,Moderate,0.011,86.82,Healthy
64ad02b4,Tesla Model 3,NMC,75.0,108.0,1316.0,40.29,,2.82,Aggressive,0.055,48.96,Unhealthy
a2466061,Wuling Air EV,LFP,26.0,66.0,731.0,20.2,0.13,1.55,Aggressive,0.019,87.53,Healthy
28a481e9,Hyundai Ioniq 5,NMC,72.6,53.0,704.0,27.9,0.51,1.03,Moderate,0.023,89.84,HEALTHY
b7667919,Hyundai Ioniq 5,NMC,72.6,37.0,526.0,,0.99,1.6,Moderate,0.041,89.96,Healthy
bcaf0b48,Ford Mustang Mach-E,NMC,88.0,46.0,414.0,17.9,0.6,1.1,Moderate,0.043,88.94,Healthy
1fca766a,Hyundai Ioniq 5,NMC,72.6,89.0,526.0,18.0,0.09,1.36,Moderate,0.035,85.51,Healthy
b458484e,Tesla Model 3,NMC,75.0,14.0,102.0,,0.39,2.0,Moderate,0.027,96.69,Healthy
,BYD Atto 3, LFP ,,72.0,861.0,31.6,,1.2,Conservative,0.032,90.59,Healthy
68fbbf8e,Ford Mustang Mach-E,NMC,88.0,,239.0,22.1,0.38,0.87,Moderate,0.024,87.34,Healthy
5c1c100f,Wuling Air EV,Lfp,26.0,90.0,928.0,32.5,0.06,1.47,Moderate,0.02,91.72,Healthy
c781faa9,Wuling Air EV,LFP,26.0,89.0,510.0,37.1,0.92,,Conservative,0.043,93.82,Healthy
746fdf8e,BYD Atto 3,LFP,60.0,65.0,1071.0,39.09,0.951,2.77,Aggressive,0.072,52.13,Unhealthy
96b8e348,Wuling Air EV,LFP,26.0,103.0,1073.0,40.06,0.964,2.01,Moderate,0.073,54.6,Unhealthy
dcc74001,Ford Mustang Mach-E,NMC,88.0,51.0,739.0,5.2,0.18,0.83,Moderate,0.014,97.29,healthy
64D993D6,BYD Atto 3,LFP,60.0,98.0,1819.0,41.37,0.848,2.77,Moderate,0.077,50.17,Unhealthy
290d0688,Tesla Model 3, NMC ,75.0,80.0,1757.0,37.19,0.748,3.23,Moderate,0.105,69.37,Unhealthy
6bc40a9c,Hyundai Ioniq 5,NMC,72.6,22.0,,19.6,0.15,1.2,Moderate,0.022,88.99,Healthy
8a47b66a,Ford Mustang Mach-E,NMC,88.0,78.0,360.0,23.3,,1.66,Aggressive,0.041,82.02,Healthy
59730f08,Wuling Air EV,LFP,26.0,75.0,876.0,29.6,0.55,1.46,Moderate,0.035,87.93,Healthy
2dc25f26,Wuling Air EV,LFP,26.0,21.0,148.0,10.1,0.74,0.74,Conservative,0.011,88.62,Healthy
,Tesla Model 3,NMC,75.0,96.0,771.0,12.4,0.11,2.17,Moderate,0.011,96.15,
,Tesla Model 3,NMC,75.0,81.0,866.0,29.1,0.55,2.11,Moderate,0.028,87.11,Healthy
,Tesla Model 3,NMC,75.0,97.0,932.0,43.57,0.911,,Aggressive,0.103,36.41,Unhealthy
f30dd117,Ford Mustang Mach-E,NMC,88.0,7.0,48.0,14.4,0.49,0.54,Conservative,0.027,97.16,Healthy
5fe958d7,Tesla Model 3,NMC,75.0,10.0,127.0,22.4,0.28,1.3,Conservative,0.026,88.73,Healthy
eb3608ed,,LFP,26.0,6.0,51.0,27.5,0.43,, Conservative ,0.021,97.53,Healthy
d86d056e,Tesla Model 3,NMC,75.0,31.0,377.0,9.8,,2.26,Moderate,0.045,,Healthy
6aa5082a,Wuling Air EV,LFP,26.0,69.0,1075.0,45.74,0.795,2.57,Aggressive,0.096,43.29,Unhealthy
a3e73f49,Tesla Model 3,NMC,75.0,98.0,1365.0,44.46,0.708,2.88,Aggressive,0.064,39.44,Unhealthy
6651D633, Wuling Air EV ,LFP,26.0,118.0,1828.0,38.95,0.978,3.24, Aggressive ,0.113,38.12,Unhealthy
bbb88d52,Ford Mustang Mach-E,NMC,88.0,77.0,1268.0,37.25,0.786,2.42,Moderate,0.109,61.84,
,Ford Mustang Mach-E,NMC,,14.0,,,0.42,1.2,Aggressive,0.02,96.18,Healthy
,Tesla Model 3,NMC,75.0,41.0,219.0,23.2,0.69,0.98,Moderate,0.027,96.76,Healthy
,Hyundai Ioniq 5,NMC,72.6,61.0,896.0,2.8,0.82,1.67,Moderate,0.024,97.3,Healthy
30A1B688,Tesla Model 3,NMC,75.0,86.0,764.0,22.7,0.69,1.51,Moderate,0.016,80.24,Healthy
10de6a83,Tesla Model 3,NMC,75.0,99.0,1613.0,38.61,,,,0.066,64.4,Unhealthy
43e5c644,Ford Mustang Mach-E,NMC,88.0,65.0,1899.0,42.8,0.897,2.21,Aggressive,0.088,49.11,Unhealthy
d7e8d00d,Hyundai Ioniq 5,NMC,72.6,56.0,625.0,26.3,0.89,1.69,Conservative,0.017,83.09,Healthy
,BYD Atto 3,LFP,60.0,,,19.9,0.63,0.66,Moderate,,91.77,Healthy
, BYD Atto 3 ,LFP,60.0,37.0,149.0,26.7,0.97,1.07,Conservative,0.04,80.46,Healthy
1c144cb6,Wuling Air EV,LFP,26.0,101.0,1406.0,46.37,0.99,2.65,Aggressive,0.107,63.03,Unhealthy
da4afa80,Ford Mustang Mach-E,NMC,,76.0,694.0,29.4,0.16,0.64,Moderate,0.017,81.14,Healthy
0f9a6633,Wuling Air EV,LFP,26.0,17.0,161.0,26.9,0.43,1.82,Moderate,0.041,83.98,Healthy
374cf55f,Ford Mustang Mach-E,NMC,88.0,83.0,1449.0,46.2,0.871,2.94,AGGRESSIVE,0.112,35.7,Unhealthy
,Tesla Model 3,NMC,75.0,22.0,142.0,28.8,0.71,1.79,Conservative,0.017,,Healthy
,Wuling Air EV,,26.0,89.0,869.0,17.3,0.43,,Moderate,0.032,89.83,Healthy
d1da985a,Tesla Model 3,NMC,75.0,103.0,1580.0,42.82,0.732,2.47,Moderate,0.052,52.89,Unhealthy
45210834,Ford Mustang Mach-E,NMC,88.0,72.0,471.0,15.9,0.94,2.34,Conservative,0.013,,Healthy
d7dde58c,Tesla Model 3,NMC,75.0,111.0,1824.0,47.93,0.913,2.98,Aggressive,0.116,61.9,Unhealthy
f59932dc,,LFP,26.0,5.0,31.0,24.7,0.73,2.07,Moderate,0.041,83.07,
d36ca7ff,Wuling Air EV,LFP,26.0,11.0,128.0,,,1.68,Moderate,0.012,88.99,Healthy
55f1125d,Byd Atto 3,lfp,60.0,26.0,310.0,35.9,0.4,,,0.029,90.69,Healthy
22439157,BYD Atto 3,LFP,,14.0,70.0,30.2,0.52,0.73,Moderate,0.037,82.67,Healthy
a5ce1975,Wuling Air EV,LFP,26.0,66.0,733.0,32.1,0.08,2.49,Moderate,0.014,87.18,Healthy
bfb650db,Tesla Model 3,NMC,75.0,23.0,194.0,21.6,0.15,2.07,Conservative,0.024,96.28,Healthy
952c066b,Hyundai Ioniq 5,NMC,72.6,54.0,502.0,15.8,0.15,0.95,,0.011,97.98,Healthy
220e1bd3,Ford Mustang Mach-E,NMC,88.0,6.0,59.0,15.1,0.29,0.7,Conservative,0.034,97.77,Healthy
c0d28063,Wuling Air EV,LFP,26.0,77.0,693.0,39.7,0.25,1.1,,0.021,95.87,Healthy
7c21978b,,NMC,72.6,22.0,164.0,24.9,0.62,2.32,Conservative,0.03,87.1,Healthy
e370e1fb,Wuling Air EV,lfp,26.0,105.0,1960.0,45.86,0.903,,Aggressive,,52.63,Unhealthy
1c7dc927, Tesla Model 3 ,,75.0,68.0,,30.3,0.42,1.83,Conservative,0.043,92.36,Healthy
416cab87,Hyundai Ioniq 5,NMC,72.6,24.0,192.0,20.3,0.04,1.14,Moderate,0.021,87.5,Healthy
f238c437,Wuling Air EV,LFP,26.0,79.0,1075.0,,0.932,2.64,Aggressive,0.094,58.02,Unhealthy
d2c0249c,BYD Atto 3,LFP,,60.0,405.0,35.7,0.99,1.95,Moderate,,91.67,Healthy
cc4e1615,Tesla Model 3,NMC,75.0,112.0,946.0,36.34,0.987,3.32,Moderate,0.071,61.38,Unhealthy
18a43beb,Ford Mustang Mach-E,NMC,88.0,25.0,,36.0,0.21,2.32,Moderate,0.034,85.57,Healthy
1a4a03ae,BYD Atto 3,LFP,60.0,15.0,,22.5,0.07,0.78,Aggressive,0.038,90.91,Healthy
35df60b3,Tesla Model 3,NMC,75.0,48.0,416.0,25.8,0.95,1.67,Aggressive,0.044,89.43,Healthy
0acb73dd,Wuling Air EV,LFP,26.0,45.0,371.0,32.6,0.8,1.49, Moderate ,0.016,80.44,Healthy
93b2c74a,Hyundai Ioniq 5,NMC,72.6,102.0,1289.0,42.53,0.977,2.68,Aggressive,0.073,,Unhealthy
a42b475b,,NMC,88.0,,1162.0,44.88,0.864,2.4,Aggressive,0.073,46.21,Unhealthy
46d3215b,BYD Atto 3,LFP,,79.0,952.0,35.1,0.27,0.68,Aggressive,0.024,94.23,Healthy
79ac4349,Wuling Air EV,LFP,26.0,93.0,1159.0,45.46,0.703,2.81,Aggressive,0.065,49.54,Unhealthy
fd073ed1,Hyundai Ioniq 5,NMC,72.6,63.0,543.0,22.4,0.85,1.53,Moderate,0.04,80.21,Healthy
9aad926d,Ford Mustang Mach-E,nmc,88.0,20.0,252.0,,,0.7,Conservative,0.038,85.28,Healthy
, Hyundai Ioniq 5 ,NMC,72.6,,1002.0,34.2,0.82,2.2,Aggressive,0.032,80.11,Healthy
095ae60a,Tesla Model 3,NMC,75.0,76.0,,46.42,0.824,2.91,Moderate,0.055,52.38,Unhealthy
,Tesla Model 3,NMC,75.0,7.0,69.0,30.2,,1.52,Moderate,0.019,86.77,Healthy
